city,district,ward,final_ranking,lat,lon,
Hà Nội,Huyện Thanh Oai,Xã Cao Viên,23,20.904137,105.747096,
Hà Nội,Huyện Thanh Oai,Xã Cự Khê,22,20.9198077,105.7812621,
Hà Nội,Huyện Thanh Oai,Xã Dân Hòa,26,20.8127872,105.7773983,
Hà Nội,Huyện Thanh Oai,Xã Đỗ Động,40,20.843123,105.788629,
Hà Nội,Huyện Thanh Oai,Xã Hồng Dương,31,20.796891,105.789574,
Hà Nội,Huyện Thanh Oai,Xã Kim An,42,20.8486489,105.7573423,
Hà Nội,Huyện Thanh Oai,Xã Kim Thư,39,20.8427892,105.7708409,
Hà Nội,Huyện Thanh Oai,Xã Liên Châu,36,20.811258,105.824242,
Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,34,20.900274,105.801757,
Hà Nội,Huyện Thanh Oai,Xã Phương Trung,28,20.825127,105.770251,
Hà Nội,Huyện Thanh Oai,Xã Tam Hưng,29,20.8841518,105.7899561,
Hà Nội,Huyện Thanh Oai,Xã Tân Ước,38,20.83193,105.8070275,
Hà Nội,Huyện Thanh Oai,Xã Thanh Cao,30,20.883163,105.750917,
Hà Nội,Huyện Thanh Oai,Xã Thanh Mai,32,20.8612516,105.7463121,
Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,27,20.8707936,105.8056214,
Hà Nội,Huyện Thanh Oai,Xã Thanh Văn,37,20.853692,105.805799,
Hà Nội,Huyện Thanh Oai,Xã Xuân Dương,41,20.8063152,105.7381223,
Hà Nội,Huyện Thanh Trì,Thị Trấn Văn Điển,22,20.9475092,105.8453274,
Hà Nội,Huyện Thanh Trì,Xã Đại Áng,25,20.9073394,105.8305579,
Hà Nội,Huyện Thanh Trì,Xã Đông Mỹ,24,20.9175973,105.873665,
Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,27,20.9248072,105.8785632,
Hà Nội,Huyện Thanh Trì,Xã Hữu Hòa,20,20.9468167,105.8044079,
Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,21,20.9071773,105.8565293,
Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,19,20.9233689,105.8426967,
Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,18,20.9274942,105.8546601,
Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,13,20.9346957,105.8063974,
Hà Nội,Huyện Thanh Trì,Xã Tam Hiệp,17,20.9515277,105.827072,
Hà Nội,Huyện Thanh Trì,Xã Tân Triều,12,20.9770834,105.8042144,
Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,15,20.9647474,105.813641,
Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,14,20.9464541,105.8553648,
Hà Nội,Huyện Thanh Trì,Xã Vạn Phúc,23,20.9175478,105.8984139,
Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,16,20.9360832,105.8309372,
Hà Nội,Huyện Thanh Trì,Xã Yên Mỹ,26,20.947154,105.870189,
Hà Nội,Huyện Thường Tín,Thị Trấn Thường Tín,25,20.8694084,105.8635367,
Hà Nội,Huyện Thường Tín,Xã Chương Dương,48,20.8524938,105.9050522,
Hà Nội,Huyện Thường Tín,Xã Dũng Tiến,40,20.820475,105.8527431,
Hà Nội,Huyện Thường Tín,Xã Duyên Thái,21,20.898569,105.8665215,
Hà Nội,Huyện Thường Tín,Xã Hà Hồi,27,20.8593634,105.8740371,
Hà Nội,Huyện Thường Tín,Xã Hiền Giang,47,20.8748252,105.8213107,
Hà Nội,Huyện Thường Tín,Xã Hòa Bình,31,20.8775238,105.8356742,
Hà Nội,Huyện Thường Tín,Xã Hồng Vân,43,20.8758637,105.9111269,
Hà Nội,Huyện Thường Tín,Xã Khánh Hà,26,20.8927882,105.8250512,
Hà Nội,Huyện Thường Tín,Xã Lê Lợi,38,20.8284479,105.9029124,
Hà Nội,Huyện Thường Tín,Xã Liên Phương,33,20.8780534,105.8811602,
Hà Nội,Huyện Thường Tín,Xã Minh Cường,28,20.7632884,105.904346,
Hà Nội,Huyện Thường Tín,Xã Nghiêm Xuyên,45,20.8052848,105.8557084,
Hà Nội,Huyện Thường Tín,Xã Nguyễn Trãi,36,20.8476699,105.8574776,
Hà Nội,Huyện Thường Tín,Xã Nhị Khê,35,20.8956466,105.8455427,
Hà Nội,Huyện Thường Tín,Xã Ninh Sở,24,20.8971275,105.8872633,
Hà Nội,Huyện Thường Tín,Xã Quất Động,30,20.8443365,105.8787314,
Hà Nội,Huyện Thường Tín,Xã Tân Minh,42,20.8399152,105.8409627,
Hà Nội,Huyện Thường Tín,Xã Thắng Lợi,34,20.8218193,105.8807787,
Hà Nội,Huyện Thường Tín,Xã Thống Nhất,46,20.804431,105.908033,
Hà Nội,Huyện Thường Tín,Xã Thư Phú,44,20.862643,105.906238,
Hà Nội,Huyện Thường Tín,Xã Tiền Phong,23,20.8512906,105.8295549,
Hà Nội,Huyện Thường Tín,Xã Tô Hiệu,32,20.8053431,105.886177,
Hà Nội,Huyện Thường Tín,Xã Tự Nhiên,41,20.8635834,105.9184309,
Hà Nội,Huyện Thường Tín,Xã Văn Bình,20,20.8803958,105.8622459,
Hà Nội,Huyện Thường Tín,Xã Vạn Điểm,39,20.7712846,105.9048537,
Hà Nội,Huyện Thường Tín,Xã Văn Phú,37,20.8678914,105.8513852,
Hà Nội,Huyện Thường Tín,Xã Vân Tảo,22,20.871757,105.896315,
Hà Nội,Huyện Thường Tín,Xã Văn Tự,29,20.7853901,105.8889184,
Hà Nội,Huyện Ứng Hòa,Thị Trấn Vân Đình,30,20.7347247,105.7694608,
Hà Nội,Huyện Ứng Hòa,Xã Cao Thành,57,20.764043,105.734304,
Hà Nội,Huyện Ứng Hòa,Xã Đại Cường,50,20.653886,105.86077,
Hà Nội,Huyện Ứng Hòa,Xã Đại Hùng,54,20.671585,105.836826,
Hà Nội,Huyện Ứng Hòa,Xã Đội Bình,48,20.664226,105.818944,
Hà Nội,Huyện Ứng Hòa,Xã Đông Lỗ,49,20.7193277,105.7615077,
Hà Nội,Huyện Ứng Hòa,Xã Đồng Tân,40,20.710552,105.842033,
Hà Nội,Huyện Ứng Hòa,Xã Đồng Tiến,46,20.74255,105.742743,
Hà Nội,Huyện Ứng Hòa,Xã Hòa Lâm,47,20.688569,105.80871,
Hà Nội,Huyện Ứng Hòa,Xã Hòa Nam,34,20.685457,105.765877,
Hà Nội,Huyện Ứng Hòa,Xã Hòa Phú,36,20.6712007,105.7732539,
Hà Nội,Huyện Ứng Hòa,Xã Hoa Sơn,38,20.78284,105.747494,
Hà Nội,Huyện Ứng Hòa,Xã Hòa Xá,44,20.6914651,105.7538083,
Hà Nội,Huyện Ứng Hòa,Xã Hồng Quang,51,20.620575,105.800341,
Hà Nội,Huyện Ứng Hòa,Xã Kim Đường,37,20.6695273,105.8668337,
Hà Nội,Huyện Ứng Hòa,Xã Liên Bạt,33,20.7498231,105.767553,
Hà Nội,Huyện Ứng Hòa,Xã Lưu Hoàng,58,20.652398,105.805459,
Hà Nội,Huyện Ứng Hòa,Xã Minh Đức,42,20.6962784,105.8609372,
Hà Nội,Huyện Ứng Hòa,Xã Phù Lưu,52,20.6595209,105.7896798,
Hà Nội,Huyện Ứng Hòa,Xã Phương Tú,35,20.736562,105.803848,
Hà Nội,Huyện Ứng Hòa,Xã Quảng Phú Cầu,31,20.7743646,105.7705756,
Hà Nội,Huyện Ứng Hòa,Xã Sơn Công,53,20.748251,105.713549,
Hà Nội,Huyện Ứng Hòa,Xã Tảo Dương Văn,45,20.709975,105.795388,
Hà Nội,Huyện Ứng Hòa,Xã Trầm Lộng,56,20.7209911,105.7616092,
Hà Nội,Huyện Ứng Hòa,Xã Trung Tú,39,20.725941,105.835121,
Hà Nội,Huyện Ứng Hòa,Xã Trường Thịnh,41,20.7662328,105.766544,
Hà Nội,Huyện Ứng Hòa,Xã Vạn Thái,32,20.700772,105.775761,
Hà Nội,Huyện Ứng Hòa,Xã Viên An,43,20.800625,105.722481,
Hà Nội,Huyện Ứng Hòa,Xã Viên Nội,55,20.786748,105.727374,
Hà Nội,Quận Ba Đình,Phường Cống Vị,14,21.0350399,105.8101844,
Hà Nội,Quận Ba Đình,Phường Điện Biên,21,21.0324225,105.8376346,
Hà Nội,Quận Ba Đình,Phường Đội Cấn,19,21.0346472,105.8266045,
Hà Nội,Quận Ba Đình,Phường Giảng Võ,17,21.0269451,105.8180198,
Hà Nội,Quận Ba Đình,Phường Kim Mã,18,21.0314542,105.8249046,
Hà Nội,Quận Ba Đình,Phường Liễu Giai,12,21.0375836,105.8174205,
Hà Nội,Quận Ba Đình,Phường Ngọc Hà,16,21.0385,105.8250869,
Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,11,21.0296494,105.810283,
Hà Nội,Quận Ba Đình,Phường Nguyễn Trung Trực,24,21.0408019,105.8473342,
Hà Nội,Quận Ba Đình,Phường Phúc Xá,20,21.0456942,105.8482503,
Hà Nội,Quận Ba Đình,Phường Quán Thánh,23,21.0415304,105.8414121,
Hà Nội,Quận Ba Đình,Phường Thành Công,13,21.0205111,105.8152857,
Hà Nội,Quận Ba Đình,Phường Trúc Bạch,22,21.0460498,105.8418932,
Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,15,21.0421695,105.8101415,
Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,8,21.0511128,105.7833144,
Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,9,21.0650823,105.7722035,
Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,12,21.0887962,105.7852886,
Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,16,21.078175,105.7759044,
Hà Nội,Quận Bắc Từ Liêm,Phường Liên Mạc,19,21.084938,105.7541724,
Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,14,21.0603661,105.7475631,
Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,10,21.0513072,105.7634638,
Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,15,21.0471983,105.7517539,
Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,17,21.0706439,105.7340397,
Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,20,21.0913325,105.73538,
Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,18,21.0809809,105.7668226,
Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,11,21.0748042,105.7906068,
Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Tảo,13,21.0611692,105.7942037,
Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,9,21.0350602,105.793398,
Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,7,21.0365503,105.7858195,
Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,8,21.0409079,105.7750351,
Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,11,21.0469903,105.8027493,
Hà Nội,Quận Cầu Giấy,Phường Nghĩa Tân,12,21.045681,105.7910701,
Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,10,21.0369183,105.801915,
Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,5,21.0103232,105.7994479,
Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,6,21.0218105,105.7924411,
Hà Nội,Quận Đống Đa,Phường Cát Linh,16,21.0290379,105.8282952,
Hà Nội,Quận Đống Đa,Phường Hàng Bột,14,21.0228224,105.8310628,
Hà Nội,Quận Đống Đa,Phường Khâm Thiên,24,21.0192241,105.8390581,
Hà Nội,Quận Đống Đa,Phường Khương Thượng,11,21.0022547,105.8285089,
Hà Nội,Quận Đống Đa,Phường Kim Liên,17,21.0062371,105.835247,
Hà Nội,Quận Đống Đa,Phường Láng Hạ,7,21.0148521,105.8116394,
Hà Nội,Quận Đống Đa,Phường Láng Thượng,6,21.0231298,105.8045056,
Hà Nội,Quận Đống Đa,Phường Nam Đồng,15,21.0142024,105.8307418,
Hà Nội,Quận Đống Đa,Phường Ngã Tư Sở,22,21.0035184,105.8213842,
Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,8,21.0213924,105.8250224,
Hà Nội,Quận Đống Đa,Phường Phương Liên,19,21.0113036,105.8374382,
Hà Nội,Quận Đống Đa,Phường Phương Mai,10,21.0024722,105.8381645,
Hà Nội,Quận Đống Đa,Phường Quang Trung,12,21.0110941,105.8261016,
Hà Nội,Quận Đống Đa,Phường Quốc Tử Giám,26,21.0264458,105.839409,
Hà Nội,Quận Đống Đa,Phường Thịnh Quang,13,21.0085471,105.8174276,
Hà Nội,Quận Đống Đa,Phường Thổ Quan,18,21.0182944,105.8336342,
Hà Nội,Quận Đống Đa,Phường Trung Liệt,9,21.0113515,105.8220568,
Hà Nội,Quận Đống Đa,Phường Trung Phụng,21,21.015863,105.837778,
Hà Nội,Quận Đống Đa,Phường Trung Tự,20,21.0113036,105.8374382,
Hà Nội,Quận Đống Đa,Phường Văn Chương,23,21.0230988,105.836732,
Hà Nội,Quận Đống Đa,Phường Văn Miếu,25,21.0264458,105.839409,
Hà Nội,Quận Hà Đông,Phường Biên Giang,20,20.9295202,105.7223742,
Hà Nội,Quận Hà Đông,Phường Đồng Mai,19,20.9281504,105.7396539,
Hà Nội,Quận Hà Đông,Phường Dương Nội,5,20.9809284,105.74637,
Hà Nội,Quận Hà Đông,Phường Hà Cầu,13,20.9649387,105.7782818,
Hà Nội,Quận Hà Đông,Phường Kiến Hưng,7,20.9527894,105.7875583,
Hà Nội,Quận Hà Đông,Phường La Khê,4,20.9696783,105.7601018,
Hà Nội,Quận Hà Đông,Phường Mộ Lao,6,20.9821715,105.7842539,
Hà Nội,Quận Hà Đông,Phường Nguyễn Trãi,17,20.9716052,105.7788376,
Hà Nội,Quận Hà Đông,Phường Phú La,11,20.9580348,105.7641533,
Hà Nội,Quận Hà Đông,Phường Phú Lãm,14,20.9426807,105.7526272,
Hà Nội,Quận Hà Đông,Phường Phú Lương,15,20.9397761,105.77085,
Hà Nội,Quận Hà Đông,Phường Phúc La,10,20.9675836,105.7895084,
Hà Nội,Quận Hà Đông,Phường Quang Trung,16,20.971131,105.7714768,
Hà Nội,Quận Hà Đông,Phường Vạn Phúc,12,20.9803136,105.7719148,
Hà Nội,Quận Hà Đông,Phường Văn Quán,9,20.9783124,105.7902096,
Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,8,20.951446,105.7351127,
Hà Nội,Quận Hà Đông,Phường Yết Kiêu,18,20.974822,105.778107,
Hà Nội,Quận Hai Bà Trưng,Phường Bạch Đằng,12,21.0137874,105.8632823,
Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,20,21.0039617,105.8461179,
Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,21,21.0004767,105.8517351,
Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền,23,21.006139,105.850093,
Hà Nội,Quận Hai Bà Trưng,Phường Đống Mác,25,21.0110707,105.8599491,
Hà Nội,Quận Hai Bà Trưng,Phường Đồng Nhân,27,21.0118254,105.8559955,
Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,14,20.9988653,105.8445167,
Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,17,21.011173,105.8485322,
Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,11,20.9962306,105.857312,
Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,18,21.0171685,105.8479585,
Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,19,21.0160501,105.8565135,
Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế,24,21.0112737,105.8527389,
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,22,20.9990583,105.8559156,
Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,26,21.0007884,105.8601594,
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,13,21.0058365,105.8652448,
Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,15,21.0063673,105.8564558,
Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,16,20.9945382,105.8487653,
